ja;n;jp;s;sc;madm;mev;mabs;nro;nmate;lm;nlm;h;sp
B;GR9138009;GIURGIU;ȘCOALA GIMNAZIALĂ NR.1 GRĂDINARI;130;8.46;8.12;9.85;7.70;8.55;-;-;<b>Liceul Teoretic Eugen Lovinescu</b><br/>Real/Liceal/Zi;<b>(368) Matematică-Informatică</b><br/>Limba română
B;B10919486;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 119;205;7.37;6.90;9.26;8.95;4.85;-;-;<b>Liceul Teoretic Decebal</b><br/>Umanist/Liceal/Zi;<b>(266) Filologie</b><br/>Limba română
B;IF8187806;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA;139;9.43;9.30;9.95;9.30;9.30;-;-;<b>Colegiul Național Bilingv ”George Coșbuc”</b><br/>Umanist/Liceal/Zi;<b>(198) Filologie</b><br/>Limba română/Limba engleză
B;B11073705;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 192;237;7.54;7.02;9.65;8.40;5.65;-;-;<b>Colegiul Naţional Aurel Vlaicu</b><br/>Real/Liceal/Zi;<b>(118) Ştiinţe ale Naturii</b><br/>Limba română
B;B7918529;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Elena Văcărescu;161;8.70;8.62;9.03;9.10;8.15;-;-;<b>Colegiul Economic V. Madgearu</b><br/>Servicii/Liceal/Zi;<b>(157) Turism şi alimentaţie</b><br/>Limba română
B;B10994069;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 194;238;8.88;8.65;9.80;8.40;8.90;-;-;<b>Colegiul Național Școala Centrală”</b><br/>Umanist/Liceal/Zi;<b>(202) Filologie</b><br/>Limba română
B;B11074254;MUNICIPIUL BUCURESTI;Liceul Teoretic Scoala Europeana Bucuresti;148;9.68;9.62;9.93;9.25;10.00;-;-;<b>Colegiul Naţional de Informatică Tudor Vianu</b><br/>Real/Liceal/Zi;<b>(115) Matematică-Informatică</b><br/>Limba română
B;B11096998;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 200;284;9.37;9.27;9.79;9.80;8.75;-;-;<b>Liceul Teoretic Alexandru Ioan Cuza</b><br/>Umanist/Liceal/Zi;<b>(253) Ştiinţe Sociale</b><br/>Limba română
B;B10805325;MUNICIPIUL BUCURESTI;Școala Gimnazială Federico Garcia Lorca;258;7.31;6.97;8.71;6.35;7.60;-;-;<b>Colegiul Tehnic Costin D. Nenițescu</b><br/>Resurse naturale și protecția mediului/Liceal/Zi;<b>(275) Industrie alimentară</b><br/>Limba română
B;B10388697;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 192;237;6.78;6.32;8.63;6.95;5.70;-;-;<b>Colegiul Economic Viilor</b><br/>Servicii/Liceal/Zi;<b>(350) Turism şi alimentaţie</b><br/>Limba română
B;B11006268;MUNICIPIUL BUCURESTI;Școala Gimnazială ”Ferdinand I”;322;5.47;4.67;8.68;5.85;3.50;-;-;<b>Colegiul Tehnic Energetic</b><br/>Real/Liceal/Zi;<b>(335) Matematică-Informatică</b><br/>Limba română
B;B10911627;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 195;282;7.19;6.70;9.17;7.40;6.00;-;-;<b>Liceul Teoretic Nichita Stănescu</b><br/>Umanist/Liceal/Zi;<b>(264) Ştiinţe Sociale</b><br/>Limba română
B;B10808090;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Ion Dumitriu;173;5.90;5.37;8.03;5.75;5.00;-;-;<b>Colegiul Tehnic de Poştă și Telecomunicaţii Gheorghe Airinei</b><br/>Servicii/Liceal/Zi;<b>(376) Economic</b><br/>Limba română
B;B10769732;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 179;231;9.25;9.17;9.58;9.30;9.05;-;-;<b>Colegiul Național ”Cantemir Vodă”</b><br/>Real/Liceal/Zi;<b>(182) Matematică-Informatică</b><br/>Limba română
B;B10782888;MUNICIPIUL BUCURESTI;Școala Gimnazială Nicolae Labiș;265;8.94;8.72;9.85;9.35;8.10;-;-;<b>Colegiul Economic V. Madgearu</b><br/>Servicii/Liceal/Zi;<b>(157) Turism şi alimentaţie</b><br/>Limba română
B;B10989562;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 194;238;8.74;8.60;9.34;8.50;8.70;-;-;<b>Liceul Teoretic Ion Barbu</b><br/>Real/Liceal/Zi;<b>(324) Matematică-Informatică</b><br/>Limba română
B;B10594710;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Emil Racoviţă;162;9.30;9.15;9.90;8.50;9.80;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Real/Liceal/Zi;<b>(105) Matematică-Informatică</b><br/>Limba română
B;B10761792;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Alexandru Costescu;159;6.59;6.02;8.90;5.75;6.30;-;-;<b>Colegiul Tehnic Mircea cel Bătrân</b><br/>Servicii/Liceal/Zi;<b>(172) Economic</b><br/>Limba română
B;B10628802;MUNICIPIUL BUCURESTI;Liceul Teoretic Jean Monnet;137;9.45;9.35;9.86;9.30;9.40;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Real/Liceal/Zi;<b>(105) Matematică-Informatică</b><br/>Limba română
B;B10669290;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 195;282;6.73;6.17;8.99;6.20;6.15;-;-;<b>Liceul Teoretic ”Traian”</b><br/>Umanist/Liceal/Zi;<b>(225) Ştiinţe Sociale</b><br/>Limba română
B;DB8018709;DAMBOVITA;ȘCOALA GIMNAZIALĂ BILCIUREȘTI;115;6.32;5.65;9.02;6.80;4.50;-;-;<b>Liceul Tehnologic Dimitrie Gusti</b><br/>Umanist/Liceal/Zi;<b>(343) Ştiinţe Sociale</b><br/>Limba română
B;B10754322;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 80;310;8.89;8.70;9.65;8.70;8.70;-;-;<b>Colegiul Naţional Mihai Eminescu</b><br/>Real/Liceal/Zi;<b>(293) Matematică-Informatică</b><br/>Limba română
B;B10669353;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 195;282;9.49;9.42;9.80;9.70;9.15;-;-;<b>Colegiul Național Bilingv ”George Coșbuc”</b><br/>Real/Liceal/Zi;<b>(197) Ştiinţe ale Naturii</b><br/>Limba română/Limba engleză
B;IF8385635;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 AFUMATI;135;6.34;6.07;7.44;7.05;5.10;-;-;<b>Colegiul Tehnic Anghel Saligny</b><br/>Tehnic/Liceal/Zi;<b>(277) Construcţii, instalaţii şi lucrări publice</b><br/>Limba română
B;B8501697;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 81;311;7.07;6.90;7.76;6.45;7.35;-;-;<b>Colegiul Tehnic Mihai Bravu</b><br/>Tehnic/Liceal/Zi;<b>(285) Mecanică</b><br/>Limba română
B;B10614478;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 32;291;7.76;7.30;9.61;8.00;6.60;-;-;<b>Liceul Teoretic ”Traian”</b><br/>Umanist/Liceal/Zi;<b>(225) Ştiinţe Sociale</b><br/>Limba română
B;B10720299;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 97;318;8.84;8.72;9.36;8.45;9.00;-;-;<b>Colegiul Naţional Mihai Eminescu</b><br/>Real/Liceal/Zi;<b>(293) Matematică-Informatică</b><br/>Limba română
B;B9977374;MUNICIPIUL BUCURESTI;Școala Gimnazială Liviu Rebreanu;261;9.08;8.90;9.84;9.30;8.50;-;-;<b>Liceul Teoretic Alexandru Ioan Cuza</b><br/>Real/Liceal/Zi;<b>(252) Ştiinţe ale Naturii</b><br/>Limba română
B;B10706288;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 97;318;9.68;9.62;9.94;9.60;9.65;-;-;<b>Colegiul Naţional de Informatică Tudor Vianu</b><br/>Real/Liceal/Zi;<b>(115) Matematică-Informatică</b><br/>Limba română
B;B10720771;MUNICIPIUL BUCURESTI;Colegiul Național ”Emil Racoviță”;116;8.95;8.75;9.76;8.65;8.85;-;-;<b>Colegiul Național ”Iulia Hașdeu”</b><br/>Umanist/Liceal/Zi;<b>(188) Filologie</b><br/>Limba română
B;IF10316371;ILFOV;ȘCOALA GIMNAZIALĂ ”ANTON PANN” VOLUNTARI;177;8.30;8.00;9.52;9.00;7.00;-;-;<b>Colegiul Economic ”A.D.Xenopol”</b><br/>Servicii/Liceal/Zi;<b>(242) Economic</b><br/>Limba română
B;B10791199;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 7;249;8.09;7.75;9.46;8.75;6.75;-;-;<b>Liceul Teoretic C-tin Brâncoveanu</b><br/>Real/Liceal/Zi;<b>(134) Ştiinţe ale Naturii</b><br/>Limba română
B;CL9537211;CALARASI;LICEUL TEHNOLOGIC NR.1 FUNDULEA;106;9.69;9.62;9.99;9.80;9.45;-;-;<b>Colegiul Naţional Gheorghe Lazăr</b><br/>Umanist/Liceal/Zi;<b>(323) Ştiinţe Sociale</b><br/>Limba română
B;B10674769;MUNICIPIUL BUCURESTI;Colegiul Naţional Grigore Moisil;106;9.67;9.60;9.99;9.20;10.00;-;-;<b>Colegiul Naţional Grigore Moisil</b><br/>Real/Liceal/Zi;<b>(356) Matematică-Informatică</b><br/>Limba română
B;B10490055;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 39;292;7.41;7.17;8.38;7.20;7.15;-;-;<b>Liceul Teoretic ”Lucian Blaga”</b><br/>Real/Liceal/Zi;<b>(212) Ştiinţe ale Naturii</b><br/>Limba română
B;B10987421;MUNICIPIUL BUCURESTI;Școala Gimnazială ”Sf. Silvestru”;328;8.79;8.57;9.69;8.30;8.85;-;-;<b>Colegiul Naţional Mihai Eminescu</b><br/>Umanist/Liceal/Zi;<b>(295) Filologie</b><br/>Limba română
B;IF10417196;ILFOV;ȘCOALA GIMNAZIALĂ NR. 3 VOLUNTARI;174;5.73;5.05;8.45;6.60;3.50;-;-;<b>Liceul Tehnologic Elie Radu</b><br/>Servicii/Liceal/Zi;<b>(287) Economic</b><br/>Limba română
B;B10679891;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 31;290;8.04;7.65;9.64;8.25;7.05;-;-;<b>Colegiul Național ”Victor Babeș”</b><br/>Umanist/Liceal/Zi;<b>(209) Ştiinţe Sociale</b><br/>Limba română
B;GR9445701;GIURGIU;ȘCOALA GIMNAZIALĂ NR.2 STOENEȘTI;166;9.20;9.00;10.00;9.60;8.40;-;-;<b>Colegiul Naţional Ion Neculce</b><br/>Real/Liceal/Zi;<b>(125) Ştiinţe ale Naturii</b><br/>Limba română
B;B10974362;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 97;318;9.43;9.30;9.96;8.80;9.80;-;-;<b>Colegiul Național Matei Basarab</b><br/>Real/Liceal/Zi;<b>(247) Matematică-Informatică</b><br/>Limba română
B;B10538769;MUNICIPIUL BUCURESTI;Liceul Teoretic Ștefan Odobleja;142;7.97;7.65;9.25;8.25;7.05;-;-;<b>Liceul Teoretic Ștefan Odobleja</b><br/>Umanist/Liceal/Zi;<b>(334) Ştiinţe Sociale</b><br/>Limba română
B;B10580258;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Sfântul Andrei;190;9.39;9.30;9.78;9.25;9.35;-;-;<b>Colegiul Naţional Elena Cuza</b><br/>Real/Liceal/Zi;<b>(353) Matematică-Informatică</b><br/>Limba română
B;B10760017;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 165;280;7.79;7.55;8.75;7.55;7.55;-;-;<b>Liceul Teoretic Decebal</b><br/>Umanist/Liceal/Zi;<b>(266) Filologie</b><br/>Limba română
B;B10849621;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Petre Ghelmez;180;6.61;5.97;9.19;6.10;5.85;-;-;<b>Colegiul Tehnic Mihai Bravu</b><br/>Tehnic/Liceal/Zi;<b>(284) Construcţii, instalaţii şi lucrări publice</b><br/>Limba română
B;B9978009;MUNICIPIUL BUCURESTI;Școala Gimnazială Liviu Rebreanu;261;9.45;9.32;9.97;9.65;9.00;-;-;<b>Colegiul Național Matei Basarab</b><br/>Real/Liceal/Zi;<b>(248) Ştiinţe ale Naturii</b><br/>Limba română
B;B10491756;MUNICIPIUL BUCURESTI;Școala Gimnazială ”Grigorie Ghica Voievod”;324;8.67;8.37;9.87;8.60;8.15;-;-;<b>Liceul Teoretic Bilingv Miguel de Cervantes</b><br/>Real/Liceal/Zi;<b>(145) Matematică-Informatică</b><br/>Limba română
B;B10533353;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 135;216;8.01;7.87;8.58;7.80;7.95;-;-;<b>Liceul Teoretic Ștefan Odobleja</b><br/>Real/Liceal/Zi;<b>(331) Matematică-Informatică</b><br/>Limba română
B;IL9653146;IALOMITA;LICEUL TEHNOLOGIC FIERBINŢI-TÂRG;107;8.64;8.37;9.75;9.20;7.55;-;-;<b>Liceul Teoretic Dante Alighieri</b><br/>Real/Liceal/Zi;<b>(254) Matematică-Informatică</b><br/>Limba română
B;IL9189140;IALOMITA;ŞCOALA GIMNAZIALĂ ROMAN IALOMIŢEANUL AXINTELE;130;5.90;4.97;9.64;6.25;3.70;-;-;<b>Colegiul Tehnic Costin D. Nenițescu</b><br/>Tehnic/Liceal/Zi;<b>(276) Electric</b><br/>Limba română
B;B10708796;MUNICIPIUL BUCURESTI;Liceul Tehnologic Sf. Antim Ivireanu;128;9.21;9.05;9.86;9.10;9.00;-;-;<b>Colegiul Național ”Iulia Hașdeu”</b><br/>Umanist/Liceal/Zi;<b>(190) Filologie</b><br/>Limba română/Limba engleză
B;B10727448;MUNICIPIUL BUCURESTI;Școala Gimnazială nr.307;321;9.48;9.37;9.96;9.55;9.20;-;-;<b>Colegiul Național ”Cantemir Vodă”</b><br/>Real/Liceal/Zi;<b>(183) Matematică-Informatică</b><br/>Limba română/Limba engleză
B;IF8439046;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1, 1 DECEMBRIE;157;7.54;7.22;8.86;8.00;6.45;-;-;<b>Colegiul Naţional Octav Onicescu</b><br/>Real/Liceal/Zi;<b>(305) Matematică-Informatică</b><br/>Limba română
B;B10738007;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 40;294;8.08;7.77;9.35;7.90;7.65;-;-;<b>Școala Superioară Comercială Nicolae Kretzulescu</b><br/>Servicii/Liceal/Zi;<b>(269) Comerţ</b><br/>Limba română
B;B8052057;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Geo Bogza;165;8.12;7.82;9.35;7.10;8.55;-;-;<b>Liceul Teoretic Tudor Vladimirescu</b><br/>Real/Liceal/Zi;<b>(365) Ştiinţe ale Naturii</b><br/>Limba română
B;B10849674;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 62;303;8.84;8.60;9.83;8.50;8.70;-;-;<b>Colegiul Economic ”A.D.Xenopol”</b><br/>Servicii/Liceal/Zi;<b>(242) Economic</b><br/>Limba română
B;B11005099;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 129;211;8.66;8.45;9.53;7.85;9.05;-;-;<b>Colegiul Economic V. Madgearu</b><br/>Servicii/Liceal/Zi;<b>(156) Economic</b><br/>Limba română
B;B10930234;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 20;283;5.93;5.32;8.37;4.50;6.15;-;-;<b>Colegiul Tehnic Energetic</b><br/>Servicii/Liceal/Zi;<b>(337) Turism şi alimentaţie</b><br/>Limba română
B;IF10863381;ILFOV;ȘCOALA GIMNAZIALĂ ”ANTON PANN” VOLUNTARI;177;8.41;8.32;8.77;9.65;7.00;-;-;<b>Colegiul Economic ”A.D.Xenopol”</b><br/>Servicii/Liceal/Zi;<b>(242) Economic</b><br/>Limba română
B;B10873506;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 4;293;5.87;5.40;7.76;5.00;5.80;-;-;<b>Colegiul Tehnic Anghel Saligny</b><br/>Tehnic/Liceal/Zi;<b>(277) Construcţii, instalaţii şi lucrări publice</b><br/>Limba română
B;B11013196;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 79;309;8.99;8.80;9.75;8.90;8.70;-;-;<b>Colegiul Naţional Ion Creangă</b><br/>Umanist/Liceal/Zi;<b>(303) Filologie</b><br/>Limba română
B;B12585861;MUNICIPIUL BUCURESTI;Școala Gimnazială Cezar Bolliac;269;6.83;6.57;7.88;6.50;6.65;-;-;<b>Liceul Teoretic ”Lucian Blaga”</b><br/>Real/Liceal/Zi;<b>(212) Ştiinţe ale Naturii</b><br/>Limba română
B;IF8092815;ILFOV;ȘCOALA GIMNAZIALĂ ALEXANDRU ODOBESCU CHIAJNA;126;8.99;8.75;9.96;8.90;8.60;-;-;<b>Colegiul Naţional Ion Creangă</b><br/>Umanist/Liceal/Zi;<b>(303) Filologie</b><br/>Limba română
B;B10771047;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 56;302;9.61;9.52;10.00;9.75;9.30;-;-;<b>Colegiul Național ”Spiru Haret”</b><br/>Real/Liceal/Zi;<b>(191) Matematică-Informatică</b><br/>Limba română
B;IF7934695;ILFOV;LICEUL CU PROGRAM SPORTIV ”HELMUT DUCKADAM” CLINCENI;102;8.45;8.20;9.49;9.20;7.20;-;-;<b>Liceul Teoretic Ion Barbu</b><br/>Umanist/Liceal/Zi;<b>(326) Ştiinţe Sociale</b><br/>Limba română
B;B11074868;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Elena Văcărescu;161;9.30;9.17;9.84;8.85;9.50;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Real/Liceal/Zi;<b>(105) Matematică-Informatică</b><br/>Limba română
B;B10680560;MUNICIPIUL BUCURESTI;Școala Gimnazială ”Grigorie Ghica Voievod”;324;6.38;5.80;8.70;5.40;6.20;-;-;<b>Liceul Tehnologic ”Sfântul Pantelimon”</b><br/>Umanist/Liceal/Zi;<b>(233) Ştiinţe Sociale</b><br/>Limba română
B;B12512112;MUNICIPIUL BUCURESTI;Liceul Teoretic Jean Monnet;137;8.86;8.72;9.44;9.15;8.30;-;-;<b>Liceul Teoretic Jean Monnet</b><br/>Umanist/Liceal/Zi;<b>(132) Ştiinţe Sociale</b><br/>Limba română
B;B10675209;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 197;239;9.20;9.00;10.00;9.20;8.80;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Umanist/Liceal/Zi;<b>(114) Ştiinţe Sociale</b><br/>Limba română
B;B13175407;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 39;292;5.06;4.40;7.71;3.75;5.05;-;-;<b>Colegiul Tehnic ”Edmond Nicolau”</b><br/>Tehnic/Liceal/Zi;<b>(226) Mecanică</b><br/>Limba română
B;B10510052;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 39;292;7.37;6.87;9.40;7.60;6.15;-;-;<b>Colegiul Național ”Victor Babeș”</b><br/>Real/Liceal/Zi;<b>(207) Ştiinţe ale Naturii</b><br/>Limba română
B;B10718666;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Nicolae Titulescu;178;7.51;7.17;8.88;8.20;6.15;-;-;<b>Colegiul Economic Costin C. Kiriţescu</b><br/>Servicii/Liceal/Zi;<b>(400) Economic</b><br/>Limba română
B;B10780801;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 86;314;9.45;9.35;9.88;9.30;9.40;-;-;<b>Liceul Teoretic Alexandru Ioan Cuza</b><br/>Real/Liceal/Zi;<b>(251) Matematică-Informatică</b><br/>Limba română
B;B10995551;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 311;245;9.53;9.42;10.00;9.75;9.10;-;-;<b>Colegiul Naţional Grigore Moisil</b><br/>Real/Liceal/Zi;<b>(356) Matematică-Informatică</b><br/>Limba română
B;TR8249133;TELEORMAN;ȘCOALA GIMNAZIALĂ NR. 2 VIDELE;176;5.43;4.82;7.88;5.65;4.00;-;-;<b>Colegiul Tehnic Dinicu Golescu</b><br/>Tehnic/Liceal/Zi;<b>(159) Mecanică</b><br/>Limba română
B;B13181470;MUNICIPIUL BUCURESTI;Liceul Teoretic Dimitrie Bolintineanu;133;3.82;2.70;8.30;3.90;1.50;-;-;<b>Liceul Tehnologic Dimitrie Gusti</b><br/>Real/Liceal/Zi;<b>(342) Ştiinţe ale Naturii</b><br/>Limba română
B;HR9463465;HARGHITA;LICEUL DE ARTE DR.PALLÓ IMRE ODORHEIU SECUIESC;107;6.49;5.94;8.69;4.17;6.40;Limba maghiară;iul.25;<b>Liceul Teoretic ”Ady Endre”</b><br/>Real/Liceal/Zi;<b>(210) Ştiinţe ale Naturii</b><br/>Limba maghiară
B;B10767964;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Sfintii Voievozi;187;9.56;9.47;9.94;9.60;9.35;-;-;<b>Colegiul Național ”Spiru Haret”</b><br/>Real/Liceal/Zi;<b>(191) Matematică-Informatică</b><br/>Limba română
B;B11091144;MUNICIPIUL BUCURESTI;Școala Gimnazială Cezar Bolliac;269;8.14;7.80;9.50;8.60;7.00;-;-;<b>Liceul Teoretic C-tin Brâncoveanu</b><br/>Umanist/Liceal/Zi;<b>(135) Filologie</b><br/>Limba română
B;B10782474;MUNICIPIUL BUCURESTI;Şcoala Gimnazială General Eremia Grigorescu;164;4.86;4.27;7.25;5.00;3.55;-;-;<b>Colegiul Tehnic Anghel Saligny</b><br/>Tehnic/Liceal/Zi;<b>(278) Mecanică</b><br/>Limba română
B;B10765670;MUNICIPIUL BUCURESTI;Școala Gimnazială ”Mărțișor”;327;9.11;8.97;9.68;8.75;9.20;-;-;<b>Colegiul Naţional Ion Creangă</b><br/>Real/Liceal/Zi;<b>(302) Ştiinţe ale Naturii</b><br/>Limba română
B;B10794522;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 66;304;4.13;3.17;7.97;3.35;3.00;-;-;<b>Liceul Tehnologic ”Constantin Brâncuși”</b><br/>Resurse naturale și protecția mediului/Liceal/Zi;<b>(237) Protecţia mediului</b><br/>Limba română
B;B10515677;MUNICIPIUL BUCURESTI;Colegiul Naţional Grigore Moisil;106;9.51;9.40;9.95;8.80;10.00;-;-;<b>Colegiul Naţional Grigore Moisil</b><br/>Real/Liceal/Zi;<b>(356) Matematică-Informatică</b><br/>Limba română
B;B10730911;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 184;234;7.66;7.45;8.52;7.80;7.10;-;-;<b>Colegiul Naţional Aurel Vlaicu</b><br/>Real/Liceal/Zi;<b>(118) Ştiinţe ale Naturii</b><br/>Limba română
B;B8759124;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Luceafărul;175;8.55;8.27;9.71;8.55;8.00;-;-;<b>Liceul Teoretic Bilingv Miguel de Cervantes</b><br/>Umanist/Liceal/Zi;<b>(147) Filologie</b><br/>Limba română
B;B8756488;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Luceafărul;175;8.80;8.60;9.62;8.80;8.40;-;-;<b>Liceul Teoretic Ion Barbu</b><br/>Umanist/Liceal/Zi;<b>(326) Ştiinţe Sociale</b><br/>Limba română
B;B10718765;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 179;231;5.86;5.47;7.44;5.70;5.25;-;-;<b>Colegiul Tehnologic Viaceslav Harnaj</b><br/>Resurse naturale și protecția mediului/Liceal/Zi;<b>(178) Agricultură</b><br/>Limba română
B;B10926310;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Ion Dumitriu;173;6.34;5.67;9.05;6.30;5.05;-;-;<b>Liceul cu Program Sportiv Mircea Eliade</b><br/>Real/Liceal/Zi;<b>(392) Ştiinţe ale Naturii</b><br/>Limba română
B;B10698223;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 197;239;7.51;7.17;8.90;7.90;6.45;-;-;<b>Liceul Teoretic Bulgar Hristo Botev</b><br/>Umanist/Liceal/Zi;<b>(150) Filologie</b><br/>Limba română
B;B10642231;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 49;298;5.82;5.07;8.86;6.60;3.55;-;-;<b>Liceul Tehnologic ”Sfântul Pantelimon”</b><br/>Real/Liceal/Zi;<b>(232) Ştiinţe ale Naturii</b><br/>Limba română
B;B10642194;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 49;298;7.08;6.67;8.74;6.60;6.75;-;-;<b>Liceul Teoretic ”Mihail Sadoveanu”</b><br/>Real/Liceal/Zi;<b>(215) Matematică-Informatică</b><br/>Limba română
B;IF8299328;ILFOV;ŞCOALA GIMNAZIALĂ NR. 2 MOARA VLĂSIEI;121;9.43;9.30;9.96;9.20;9.40;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Real/Liceal/Zi;<b>(105) Matematică-Informatică</b><br/>Limba română
B;B10646998;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 77;307;8.02;7.82;8.86;7.15;8.50;-;-;<b>Școala Superioară Comercială Nicolae Kretzulescu</b><br/>Servicii/Liceal/Zi;<b>(270) Economic</b><br/>Limba română
B;B10849698;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 62;303;5.63;5.02;8.09;5.05;5.00;-;-;<b>Colegiul Tehnic Anghel Saligny</b><br/>Tehnic/Liceal/Zi;<b>(277) Construcţii, instalaţii şi lucrări publice</b><br/>Limba română
B;IF8238373;ILFOV;ȘCOALA GIMNAZIALĂ NR. 2 CĂŢELU - GLINA;160;6.15;5.75;7.78;5.50;6.00;-;-;<b>Colegiul Tehnic de Aeronautică Henri Coandă</b><br/>Tehnic/Liceal/Zi;<b>(169) Electromecanică</b><br/>Limba română
B;B10790910;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 46;296;7.40;7.07;8.73;7.45;6.70;-;-;<b>Liceul Teoretic Benjamin Franklin</b><br/>Real/Liceal/Zi;<b>(261) Ştiinţe ale Naturii</b><br/>Limba română
B;B10693387;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 189;281;5.58;4.82;8.63;5.90;3.75;-;-;<b>Liceul Tehnologic Elie Radu</b><br/>Servicii/Liceal/Zi;<b>(287) Economic</b><br/>Limba română
B;IF10770954;ILFOV;ŞCOALA GIMNAZIALĂ DISCOVERY VOLUNTARI;118;9.42;9.30;9.93;9.20;9.40;-;-;<b>Colegiul Național ”Spiru Haret”</b><br/>Umanist/Liceal/Zi;<b>(195) Ştiinţe Sociale</b><br/>Limba română
B;B10437429;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 192;237;5.67;5.15;7.78;6.30;4.00;-;-;<b>Colegiul Tehnic Media</b><br/>Tehnic/Liceal/Zi;<b>(161) Producţie media</b><br/>Limba română
B;B10585552;MUNICIPIUL BUCURESTI;Școala Gimnazială Leonardo Da Vinci;260;8.35;8.05;9.57;7.90;8.20;-;-;<b>Colegiul Național ”Emil Racoviță”</b><br/>Real/Liceal/Zi;<b>(204) Matematică-Informatică</b><br/>Limba română
B;B10703510;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 113;202;9.38;9.27;9.82;9.00;9.55;-;-;<b>Colegiul Naţional Ion Creangă</b><br/>Real/Liceal/Zi;<b>(301) Matematică-Informatică</b><br/>Limba română/Limba engleză
B;B7914861;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 5;246;9.24;9.27;9.12;8.55;10.00;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;B10704897;MUNICIPIUL BUCURESTI;Școala Gimnazială Cezar Bolliac;269;7.23;6.60;9.79;7.95;5.25;-;-;<b>Liceul Teoretic Nichita Stănescu</b><br/>Umanist/Liceal/Zi;<b>(264) Ştiinţe Sociale</b><br/>Limba română
